txn_id,customer_id,timestamp,merchant,amount_inr,txn_type,txn_country,fraud_label,hour_of_day,is_weekend,days_since_last_txn,high_risk
TXN000149,CUST0045,2024-04-06 00:00:00,swiggy,26257.29,upi,IN,0,0,True,24.0,0
TXN000047,CUST0045,2024-11-17 00:00:00,amazon,14541.03,card,SG,0,0,True,225.0,1
TXN000281,CUST0046,2023-03-21 00:00:00,amazon,33250.43,card,IN,0,0,False,0.0,0
TXN000124,CUST0046,2023-11-03 00:00:00,paytm,25230.44,card,IN,0,0,False,227.0,0
TXN000143,CUST0046,2024-01-23 00:00:00,netflix,23044.03,upi,IN,0,0,False,81.0,0
TXN000106,CUST0046,2024-03-12 00:00:00,bigbasket,9777.3,net_banking,IN,0,0,False,49.0,0
TXN000030,CUST0046,2024-05-03 00:00:00,flipkart,39481.49,upi,IN,0,0,False,52.0,0
TXN000158,CUST0046,2024-05-28 08:36:00,bigbasket,20389.84,upi,SG,0,8,False,25.0,1
TXN000269,CUST0046,2024-06-10 13:53:00,uber,4007.68,card,US,0,13,False,13.0,1
TXN000289,CUST0046,2024-12-08 10:05:00,paytm,12272.37,upi,IN,0,10,True,180.0,0
TXN000236,CUST0047,2023-09-18 00:00:00,paytm,48406.79,upi,AE,0,0,False,0.0,1
TXN000089,CUST0047,2024-01-05 00:56:00,uber,45798.98,net_banking,IN,0,0,False,109.0,0
TXN000067,CUST0047,2024-01-11 00:00:00,flipkart,48935.5315,card,AE,0,0,False,5.0,1
TXN000218,CUST0047,2024-03-29 00:00:00,uber,26059.34,card,IN,0,0,False,78.0,0
TXN000303,CUST0047,2024-08-09 00:00:00,flipkart,42225.96,upi,US,0,0,False,133.0,1
TXN000016,CUST0047,2024-11-15 18:02:00,uber,19341.3,card,IN,0,18,False,98.0,0
TXN000266,CUST0048,2024-07-26 09:39:00,paytm,49060.05,net_banking,IN,0,9,False,0.0,0
TXN000148,CUST0048,2024-09-18 00:00:00,zomato,20200.88,net_banking,IN,0,0,False,53.0,0
TXN000309,CUST0048,2024-11-19 00:48:00,paytm,27115.04,net_banking,IN,0,0,False,62.0,0
TXN000235,CUST0049,2023-06-22 00:00:00,uber,3373.79,net_banking,IN,0,0,False,0.0,0
TXN000226,CUST0049,2023-08-16 00:00:00,zomato,25854.71,upi,IN,0,0,False,55.0,0
TXN000050,CUST0049,2024-03-02 06:33:00,swiggy,23490.95,net_banking,IN,0,6,True,199.0,0
TXN000110,CUST0049,2024-03-23 00:00:00,zomato,40866.32,upi,IN,0,0,True,20.0,0
TXN000242,CUST0049,2024-03-25 22:37:00,paytm,3614557.3647999996,upi,US,0,22,False,2.0,1
TXN000072,CUST0049,2024-06-05 07:54:00,paytm,29959.27,card,AE,0,7,False,71.0,1
TXN000017,CUST0049,2024-11-04 00:00:00,bigbasket,893840.85,upi,AE,0,0,False,151.0,1
TXN000048,CUST0050,2023-04-22 00:00:00,amazon,11552.46,net_banking,IN,0,0,True,0.0,0
TXN000322,CUST0050,2024-01-09 00:00:00,bigbasket,40754.89,card,US,0,0,False,262.0,1
TXN000105,CUST0050,2024-11-14 04:47:00,bigbasket,40388.36,upi,IN,0,4,False,310.0,0
TXN000313,CUST0050,2024-12-21 00:00:00,uber,16567.34,net_banking,IN,0,0,True,36.0,0
TXN000178,CUST0051,2023-11-27 00:00:00,amazon,37463.77,upi,IN,1,0,False,0.0,0
TXN000113,CUST0051,2024-02-05 00:00:00,uber,23132.23,net_banking,US,0,0,False,70.0,1
TXN000121,CUST0051,2024-03-07 22:35:00,amazon,38319.82,net_banking,IN,0,22,False,31.0,0
TXN000125,CUST0051,2024-03-12 00:00:00,flipkart,2851.94,card,IN,0,0,False,4.0,0
TXN000060,CUST0051,2024-04-26 00:00:00,amazon,24552.96,net_banking,GB,0,0,False,45.0,1
TXN000099,CUST0051,2024-05-10 00:00:00,uber,47076.02,upi,IN,0,0,False,14.0,0
TXN000267,CUST0051,2024-06-15 00:00:00,zomato,46241.84,net_banking,US,0,0,True,36.0,1
TXN000308,CUST0051,2024-07-14 03:19:00,netflix,4938.88,upi,IN,0,3,True,29.0,0
TXN000262,CUST0051,2024-12-23 00:00:00,amazon,13282.73,net_banking,IN,0,0,False,161.0,0
TXN000279,CUST0052,2024-02-16 05:27:00,netflix,40720.88,upi,US,0,5,False,0.0,1
TXN000304,CUST0052,2024-07-14 04:05:00,flipkart,10955.44,card,IN,0,4,True,148.0,0
TXN000201,CUST0052,2024-08-03 06:43:00,paytm,29915.84,card,AE,0,6,True,20.0,1
TXN000127,CUST0052,2024-09-21 08:30:00,uber,2426.74,net_banking,GB,0,8,True,49.0,1
TXN000240,CUST0052,2024-12-22 00:00:00,netflix,21998.67,card,US,0,0,True,91.0,1
TXN000051,CUST0053,2023-09-01 00:00:00,amazon,1223.56,upi,IN,0,0,False,0.0,0
TXN000053,CUST0053,2024-01-03 11:13:00,netflix,12211.2,upi,IN,0,11,False,124.0,0
TXN000046,CUST0053,2024-01-28 00:00:00,netflix,12445.8,upi,IN,0,0,True,24.0,0
TXN000135,CUST0053,2024-02-21 15:11:00,netflix,8765.5,card,AE,0,15,False,24.0,1
TXN000141,CUST0053,2024-06-06 00:00:00,bigbasket,18877.48,net_banking,SG,0,0,False,105.0,1
TXN000102,CUST0053,2024-08-28 00:00:00,uber,47101.39,card,IN,0,0,False,83.0,0
TXN000179,CUST0054,2023-12-31 00:00:00,amazon,32457.08,upi,IN,0,0,True,0.0,0
TXN000264,CUST0054,2024-10-12 00:00:00,amazon,3313.79,upi,IN,0,0,True,286.0,0
TXN000307,CUST0055,2024-01-02 01:17:00,swiggy,7671.38,net_banking,AE,0,1,False,0.0,1
TXN000335,CUST0055,2024-05-02 15:30:00,amazon,14330.51,net_banking,GB,0,15,False,121.0,1
TXN000258,CUST0055,2024-09-21 03:21:00,amazon,45804.4,net_banking,SG,0,3,True,141.0,1
TXN000231,CUST0055,2024-11-17 04:59:00,swiggy,1817.43,net_banking,SG,1,4,True,57.0,1
TXN000140,CUST0056,2023-06-18 00:00:00,netflix,3363.03,upi,AE,0,0,True,0.0,1
TXN000343,CUST0056,2023-12-31 00:00:00,amazon,39811.75,card,GB,0,0,True,196.0,1
TXN000167,CUST0056,2024-08-23 00:00:00,amazon,20626.53,upi,AE,1,0,False,236.0,1
TXN000036,CUST0056,2024-09-20 21:23:00,amazon,30331.63,upi,AE,0,21,False,28.0,1
TXN000023,CUST0056,2024-10-10 05:40:00,bigbasket,19229.93,card,IN,1,5,False,19.0,0
TXN000052,CUST0057,2023-07-13 00:00:00,netflix,46763.92,net_banking,IN,0,0,False,0.0,0
TXN000003,CUST0057,2024-01-03 00:00:00,paytm,24317.99,net_banking,IN,0,0,False,174.0,0
TXN000200,CUST0057,2024-01-19 00:00:00,bigbasket,21674.78,upi,AE,0,0,False,16.0,1
TXN000310,CUST0057,2024-02-02 00:00:00,amazon,18156.02,upi,US,0,0,False,14.0,1
TXN000296,CUST0057,2024-02-24 00:00:00,swiggy,49565.73,upi,IN,0,0,True,22.0,0
TXN000168,CUST0057,2024-03-19 17:58:00,swiggy,18803.45,card,AE,0,17,False,24.0,1
TXN000095,CUST0057,2024-06-03 06:00:00,zomato,2616.81,upi,IN,0,6,False,75.0,0
TXN000128,CUST0057,2024-07-05 00:00:00,amazon,7803.91,upi,IN,0,0,False,31.0,0
TXN000173,CUST0057,2024-07-24 23:55:00,amazon,21782.52,card,SG,0,23,False,19.0,1
TXN000305,CUST0057,2024-10-03 16:15:00,flipkart,47809.28,net_banking,IN,0,16,False,70.0,0
TXN000330,CUST0057,2024-11-04 13:24:00,uber,24598.12,upi,IN,0,13,False,31.0,0
TXN000044,CUST0057,2024-11-10 08:14:00,netflix,15717.45,card,IN,0,8,True,5.0,0
TXN000112,CUST0058,2023-05-22 00:00:00,swiggy,6215.62,net_banking,US,0,0,False,0.0,1
TXN000206,CUST0058,2023-05-31 00:00:00,amazon,43432.77,upi,US,0,0,False,9.0,1
TXN000291,CUST0058,2023-08-03 00:00:00,bigbasket,21699.33,card,GB,0,0,False,64.0,1
TXN000082,CUST0058,2023-08-05 00:00:00,swiggy,2512.75,upi,IN,0,0,True,2.0,0
TXN000341,CUST0058,2024-01-11 00:00:00,netflix,4153.09,card,IN,0,0,False,159.0,0
TXN000294,CUST0058,2024-01-19 00:00:00,zomato,15035.44,upi,IN,0,0,False,8.0,0
TXN000011,CUST0058,2024-01-29 00:00:00,flipkart,5378.27,net_banking,IN,0,0,False,10.0,0
TXN000031,CUST0058,2024-02-26 00:00:00,flipkart,26201.53,upi,SG,0,0,False,28.0,1
TXN000318,CUST0058,2024-03-05 00:00:00,amazon,3325.37,net_banking,IN,0,0,False,8.0,0
TXN000020,CUST0058,2024-05-09 05:59:00,amazon,35624.13,upi,US,0,5,False,65.0,1
TXN000049,CUST0058,2024-08-20 00:00:00,flipkart,30025.78,card,IN,0,0,False,102.0,0
TXN000026,CUST0059,2024-01-03 00:00:00,uber,27067.82,net_banking,IN,0,0,False,0.0,0
TXN000247,CUST0059,2024-05-03 00:00:00,amazon,19726.03,card,GB,0,0,False,121.0,1
TXN000209,CUST0059,2024-07-15 21:08:00,bigbasket,9682.03,upi,US,0,21,False,73.0,1
